车辆型号,生产企业,驱动型式,额定功率,变速器类型,发动机型号,车辆净重量,车辆最大重量,市郊油耗,市区油耗,综合油耗
SVW7146HRD,上汽大众汽车有限公司,前轮驱动,96,DCT,CFB,1380,1880,5.4,8.1,6.4
BEETLE C CYVDFD7501,大众汽车股份公司,前轮驱动,118,AT,CYV,1424,1800,5.1,6.4,5.6
CA7145ATE5TG2,中国第一汽车集团公司,前轮驱动,104,AT,CA4GB14TD,1432,1882,5.4,8.6,6.5
FV7142FBDAG,一汽-大众汽车有限公司,前轮驱动,96,DCT,CFB,1345,1830,5.4,8.2,6.4
FV7142FBDBG,一汽-大众汽车有限公司,前轮驱动,96,DCT,CFB,1345,1830,5.4,8.2,6.4
CA7145ATE5TG2,中国第一汽车集团有限公司,前轮驱动,104,AT,CA4GB14TD,1432,1882,5.4,8.6,6.5
SVW71417ML,上汽大众汽车有限公司,前轮驱动,96,DCT,CST,1300,1810,4.7,6.4,5.3
SVW71417HL,上汽大众汽车有限公司,前轮驱动,110,DCT,CSS,1300,1810,4.9,7.3,5.8
SVW71417JL,上汽大众汽车有限公司,前轮驱动,96,MT,CST,1270,1780,4.7,7.4,5.7
SVW71417KL,上汽大众汽车有限公司,前轮驱动,96,DCT,CST,1290,1800,4.7,6.4,5.3
SVW71416KL,上汽大众汽车有限公司,前轮驱动,96,DCT,CST,1325,1825,4.7,6.7,5.4
SVW71412AR,上海大众汽车有限公司,前轮驱动,66,MT,CKA,1100,1580,4.7,7.9,5.9
SVW71412DR,上海大众汽车有限公司,前轮驱动,66,MT,CKA,1100,1580,4.7,7.9,5.9
SVW71416ML,上汽大众汽车有限公司,前轮驱动,110,DCT,CSS,1365,1865,4.8,6.8,5.5
SVW71413AR,上海大众汽车有限公司,前轮驱动,66,MT,CKA,1100,1580,4.7,7.9,5.9
SVW71413DR,上海大众汽车有限公司,前轮驱动,66,MT,CKA,1100,1580,4.7,7.9,5.9
FV7140BAMGG,一汽-大众汽车有限公司,前轮驱动,66,MT,CKA,1120,1600,4.7,7.9,5.9
FV7140BAMWG,一汽-大众汽车有限公司,前轮驱动,66,MT,CKA,1120,1600,4.7,7.9,5.9
SVW7147ALD,上海大众汽车有限公司,前轮驱动,96,MT,CST,1285,1795,4.7,7.4,5.7
SVW7147BLD,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1305,1815,4.8,7.2,5.7
SVW7147CLD,上海大众汽车有限公司,前轮驱动,96,MT,CST,1285,1795,4.7,7.4,5.7
SVW7147DLD,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1305,1815,4.8,7.2,5.7
SVW7147ELD,上海大众汽车有限公司,前轮驱动,96,MT,CST,1295,1805,4.7,7.4,5.7
SVW7147FLD,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1315,1825,4.8,7.2,5.7
SVW7147GLD,上海大众汽车有限公司,前轮驱动,96,MT,CST,1295,1805,4.7,7.4,5.7
SVW7147HLD,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1315,1825,4.8,7.2,5.7
SVW7147LLD,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1315,1825,4.8,7.2,5.7
SVW7147MLD,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1315,1825,4.8,7.2,5.7
FV7144LBDWG,一汽-大众汽车有限公司,前轮驱动,96,DCT,CST,1280,1760,4.8,7.5,5.8
FV7144LBMWG,一汽-大众汽车有限公司,前轮驱动,96,MT,CST,1260,1740,4.9,7.6,5.9
FV7144LCDWG,一汽-大众汽车有限公司,前轮驱动,110,DCT,CSS,1305,1780,4.8,6.3,5.4
SVW6432AGD,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1415,1915,5.3,7.7,6.2
SVW6432BGD,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1435,1935,5.5,7.7,6.3
SVW6452EGD,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1445,1945,5.3,7.7,6.2
SVW6452FGD,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1465,1965,5.5,7.7,6.3
SVW7147NLD,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1305,1815,4.5,6.4,5.2
FV7144LBDWG,一汽-大众汽车有限公司,前轮驱动,96,DCT,CST,1280,1760,4.8,7.5,5.8
FV7144LBMWG,一汽-大众汽车有限公司,前轮驱动,96,MT,CST,1260,1740,4.9,7.6,5.9
FV7144LBMWG,一汽-大众汽车有限公司,前轮驱动,96,MT,CST,1260,1740,4.9,7.6,5.9
FV7144LCDWG,一汽-大众汽车有限公司,前轮驱动,110,DCT,CSS,1305,1780,4.8,6.3,5.4
SVW6432HGD,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1415,1915,5.3,7.7,6.2
SVW6432JGD,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1435,1935,5.5,7.7,6.3
SVW6452LGD,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1445,1945,5.3,7.7,6.2
SVW6452MGD,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1465,1965,5.5,7.7,6.3
SVW71412KR,上海大众汽车有限公司,前轮驱动,66,MT,CKA,1100,1580,4.7,7.9,5.9
SVW71413KR,上海大众汽车有限公司,前轮驱动,66,MT,CKA,1100,1580,4.7,7.9,5.9
SVW71414AL,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1200,1680,4.7,7.2,5.6
SVW71415CL,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1270,1770,4.8,7.8,5.9
SVW71415DL,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1290,1790,4.9,7.6,5.9
SVW7147PLD,上海大众汽车有限公司,前轮驱动,96,MT,CST,1285,1795,4.7,7.4,5.7
SVW7147QLD,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1305,1815,4.8,7.2,5.7
SVW7147RLD,上海大众汽车有限公司,前轮驱动,96,MT,CST,1295,1805,4.7,7.4,5.7
SVW7147SLD,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1315,1825,4.8,7.2,5.7
SVW7147TLD,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1315,1825,4.8,7.2,5.7
SVW7147ULD,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1305,1815,4.5,6.4,5.2
SVW71416LL,上汽大众汽车有限公司,前轮驱动,110,MT,CSS,1340,1840,4.7,7.2,5.6
SVW6432CGD,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1415,1915,5.3,7.7,6.2
SVW6432DGD,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1435,1935,5.5,7.7,6.3
SVW6452VGD,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1445,1945,5.3,7.7,6.2
SVW6452WGD,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1465,1965,5.5,7.7,6.3
SVW71411GR,上海大众汽车有限公司,前轮驱动,66,MT,DAH,1060,1540,4.8,7.6,5.8
SVW71411HR,上海大众汽车有限公司,前轮驱动,66,AT,DAH,1110,1590,4.9,8.2,6.1
FV7144LBDAG,一汽-大众汽车有限公司,前轮驱动,96,DCT,CST,1280,1760,4.8,7.5,5.8
FV7144LBMAG,一汽-大众汽车有限公司,前轮驱动,96,MT,CST,1260,1740,4.9,7.6,5.9
FV7144LCDAG,一汽-大众汽车有限公司,前轮驱动,110,DCT,CSS,1305,1780,4.8,6.3,5.4
FV7148LADAG,一汽-大众汽车有限公司,前轮驱动,110,DCT,CSS,1340,1790,4.7,6.9,5.5
FV7148LADWG,一汽-大众汽车有限公司,前轮驱动,110,DCT,CSS,1340,1790,4.7,6.9,5.5
FV7148LAMAG,一汽-大众汽车有限公司,前轮驱动,110,MT,奥迪A3 1.4T 手动,1320,1770,4.6,7.1,5.5
FV7148LAMWG,一汽-大众汽车有限公司,前轮驱动,110,MT,CSS,1320,1770,4.6,7.1,5.5
FV7140BAMAG,一汽-大众汽车有限公司,前轮驱动,66,MT,CKA,1120,1600,4.7,7.9,5.9
FV7145LCDAG,一汽-大众汽车有限公司,前轮驱动,110,DCT,CSS,1520,2000,5.6,7.7,6.4
FV7145LCMAG,一汽-大众汽车有限公司,前轮驱动,110,MT,CSS,1470,1970,5.5,7.6,6.3
SVW6432GGD,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1415,1915,5.3,7.7,6.2
SVW6432KGD,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1435,1935,5.5,7.7,6.3
SVW6432PGD,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1415,1915,5.3,7.7,6.2
SVW6432QGD,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1435,1935,5.5,7.7,6.3
SVW6452SGD,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1445,1945,5.3,7.7,6.2
SVW6452TGD,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1465,1965,5.5,7.7,6.3
SVW6452XGD,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1445,1945,5.3,7.7,6.2
SVW6452YGD,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1465,1965,5.5,7.7,6.3
SVW71412PR,上海大众汽车有限公司,前轮驱动,66,MT,CKA,1100,1580,4.7,7.9,5.9
SVW71413PR,上海大众汽车有限公司,前轮驱动,66,MT,CKA,1100,1580,4.7,7.9,5.9
SVW71414FL,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1200,1680,4.7,7.2,5.6
SVW71415GL,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1270,1770,4.8,7.8,5.9
SVW71415HL,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1290,1790,4.9,7.6,5.9
SVW7147JLD,上海大众汽车有限公司,前轮驱动,96,MT,CST,1285,1795,4.7,7.4,5.7
SVW7147KLD,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1305,1815,4.8,7.2,5.7
SVW7147VLD,上海大众汽车有限公司,前轮驱动,96,MT,CST,1295,1805,4.7,7.4,5.7
SVW7147WLD,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1315,1825,4.8,7.2,5.7
SVW7147XLD,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1315,1825,4.8,7.2,5.7
SVW7147YLD,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1305,1815,4.5,6.4,5.2
SVW71412UL,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1210,1690,4.8,7.2,5.7
FV7148BADBG,一汽-大众汽车有限公司,前轮驱动,110,DCT,CSS,1345,1795,4.6,6.9,5.4
FV7144LBDBG,一汽-大众汽车有限公司,前轮驱动,96,DCT,CST,1280,1760,4.8,7.5,5.8
FV7144LBMBG,一汽-大众汽车有限公司,前轮驱动,96,MT,CST,1260,1740,4.9,7.6,5.9
FV7144LCDBG,一汽-大众汽车有限公司,前轮驱动,110,DCT,CSS,1305,1780,4.8,6.3,5.4
FV7148LADBG,一汽-大众汽车有限公司,前轮驱动,110,DCT,CSS,1340,1790,4.7,6.9,5.5
FV7148LAMBG,一汽-大众汽车有限公司,前轮驱动,110,MT,奥迪A3 1.4T 手动,1320,1770,4.6,7.1,5.5
FV7145LCDBG,一汽-大众汽车有限公司,前轮驱动,110,DCT,CSS,1520,2000,5.6,7.7,6.4
FV7145LCMBG,一汽-大众汽车有限公司,前轮驱动,110,MT,CSS,1470,1970,5.5,7.6,6.3
FV7140BAMBG,一汽-大众汽车有限公司,前轮驱动,66,MT,CKA,1120,1600,4.7,7.9,5.9
FV7140BCDBG,一汽-大众汽车有限公司,前轮驱动,96,DCT,CST,1215,1730,4.8,7.5,5.8
SVW71416AL,上海大众汽车有限公司,前轮驱动,96,MT,CST,1300,1800,4.6,7.6,5.7
SVW71416BL,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1325,1825,4.8,7.5,5.8
SVW71416CL,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1340,1840,4.8,7.8,5.9
SVW71416DL,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1365,1865,4.9,7.6,5.9
SVW71412ER,上汽大众汽车有限公司,前轮驱动,66,MT,CKA,1115,1595,4.7,7.7,5.8
FV7140BCDBG,一汽-大众汽车有限公司,前轮驱动,96,DCT,CST,1215,1680,4.8,7.5,5.8
FV7148LAMBG,一汽-大众汽车有限公司,前轮驱动,110,MT,CSS,1320,1770,4.6,7.1,5.5
FV7148BAMBG,一汽-大众汽车有限公司,前轮驱动,110,MT,CSS,1320,1770,4.5,7.1,5.4
FV7146BCDBG,一汽-大众汽车有限公司,前轮驱动,110,DCT,CSS,1395,1840,5.1,7.3,5.9
FV7146BBDBG,一汽-大众汽车有限公司,前轮驱动,96,DCT,CST,1380,1830,5.2,8,6.2
FV7146BBMBG,一汽-大众汽车有限公司,前轮驱动,96,MT,CST,1360,1820,5.2,8.2,6.3
SVW71411EL,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1207,1652,5,7.4,5.9
SVW71415JL,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1270,1770,4.8,7,5.6
SVW71415KL,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1290,1790,4.9,6.6,5.5
SVW71417AL,上海大众汽车有限公司,前轮驱动,96,MT,CST,1270,1780,4.7,7.4,5.7
SVW71417BL,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1290,1800,4.8,7.2,5.7
SVW71418AR,上海大众汽车有限公司,前轮驱动,66,MT,DAH,1057,1537,4.9,7.6,5.9
SVW71418BR,上海大众汽车有限公司,前轮驱动,66,AT,DAH,1092,1572,4.9,8.2,6.1
SVW71412CR,上汽大众汽车有限公司,前轮驱动,66,MT,CKA,1115,1595,4.7,7.7,5.8
FV7144LCMBG,一汽-大众汽车有限公司,前轮驱动,110,MT,CSS,1295,1780,4.8,6.9,5.5
FV7148LADBG,一汽-大众汽车有限公司,前轮驱动,110,DCT,DBW,1340,1790,4.7,6.9,5.5
FV7148BADBG,一汽-大众汽车有限公司,前轮驱动,110,DCT,DBW,1345,1795,4.6,6.9,5.4
FV7144LBDBG,一汽-大众汽车有限公司,前轮驱动,96,DCT,DBV,1280,1760,4.8,7.5,5.8
SVW71412AL,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1208,1688,4.8,7.2,5.7
SVW71417CL,上海大众汽车有限公司,前轮驱动,96,MT,CST,1275,1785,4.6,6.8,5.4
SVW71417DL,上海大众汽车有限公司,前轮驱动,96,MT,CST,1280,1790,4.7,7.4,5.7
SVW71417EL,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1300,1810,4.8,7.2,5.7
SVW71414JR,上海大众汽车有限公司,前轮驱动,66,MT,CKA,1100,1580,4.7,7.9,5.9
SVW71414KR,上海大众汽车有限公司,前轮驱动,66,MT,CKA,1100,1580,4.7,7.9,5.9
FV7146BBDBG,一汽-大众汽车有限公司,前轮驱动,96,DCT,DBV,1380,1830,5.2,8,6.2
SVW71418HR,上汽大众汽车有限公司,前轮驱动,66,AT,DAH,1092,1572,4.8,8.1,6
SVW71415LL,上海大众汽车有限公司,前轮驱动,110,DCT,DBW,1290,1790,4.9,7.6,5.9
SVW71417FL,上海大众汽车有限公司,前轮驱动,96,DCT,CST,1310,1820,4.8,7.2,5.7
FV7142BBDBG,一汽-大众汽车有限公司,前轮驱动,96,DCT,CST,1310,1790,4.7,6.4,5.3
FV7142BBMBG,一汽-大众汽车有限公司,前轮驱动,96,MT,CST,1285,1765,4.6,7.3,5.6
SVW71411TR,上汽大众汽车有限公司,前轮驱动,66,AT,DAH,1100,1510,4.9,8.2,6.1
SVW71418GR,上汽大众汽车有限公司,前轮驱动,66,MT,DAH,1057,1537,4.8,7.6,5.8
SVW71417GL,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1300,1810,4.9,7.3,5.8
SVW71419AL,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1380,1920,4.8,7.8,5.9
SVW71419BL,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1420,1960,5,8,6.1
SVW71419CL,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1380,1920,4.7,7.2,5.6
SVW71419DL,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1420,1960,4.9,7.1,5.7
FV7144RBDBG,一汽-大众汽车有限公司,前轮驱动,96,DCT,CST,1425,1880,4.8,7,5.6
FV7144RBMBG,一汽-大众汽车有限公司,前轮驱动,96,MT,CST,1395,1850,4.7,7.5,5.7
FV7144RCDBG,一汽-大众汽车有限公司,前轮驱动,110,DCT,CSS,1430,1885,4.8,7,5.6
SVW6453AGD,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1455,1955,5,7.8,6
SVW6453BGD,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1485,1985,5.1,7.3,5.9
SVW6453CGD,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1495,2035,5,7.8,6
SVW6453DGD,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1535,2075,5.1,7.3,5.9
SVW71410AL,上海大众汽车有限公司,前轮驱动,110,MT,CSS,1455,1975,4.8,7.8,5.9
SVW71410BL,上海大众汽车有限公司,前轮驱动,110,DCT,CSS,1495,2015,4.9,7.3,5.8
